SRNO,Date,Customer ID,Age,Gender,Product,Category,Quantity,Price,Discount,Sales,Month,Quarter,Age Group
248,2025-09-05,1034,26,Male,Mobile,Electronics,4,25000,0.01,99000.0,2025-09,2025Q3,26-35
249,2025-09-06,1078,44,Female,Monitor,Electronics,2,12000,0.18,19680.0,2025-09,2025Q3,36-45
250,2025-09-07,1125,19,Male,Monitor,Electronics,4,12000,0.12,42240.0,2025-09,2025Q3,18-25
251,2025-09-08,1196,22,Female,Power Bank,Accessories,1,1800,0.16,1512.0,2025-09,2025Q3,18-25
252,2025-09-09,1117,46,Male,Laptop,Electronics,2,55000,0.1,99000.0,2025-09,2025Q3,46-55
253,2025-09-10,1052,54,Male,Printer,Electronics,3,9000,0.02,26460.0,2025-09,2025Q3,46-55
254,2025-09-11,1027,55,Female,Camera,Electronics,1,35000,0.03,33950.0,2025-09,2025Q3,46-55
255,2025-09-12,1157,36,Female,Power Bank,Accessories,2,1800,0.14,3096.0,2025-09,2025Q3,36-45
256,2025-09-13,1156,25,Female,Monitor,Electronics,3,12000,0.09,32760.0,2025-09,2025Q3,18-25
257,2025-09-14,1035,18,Female,Headphones,Accessories,1,2500,0.04,2400.0,2025-09,2025Q3,18-25
258,2025-09-15,1136,39,Female,Keyboard,Accessories,1,1500,0.1,1350.0,2025-09,2025Q3,36-45
259,2025-09-16,1144,34,Male,Camera,Electronics,2,35000,0.01,69300.0,2025-09,2025Q3,26-35
260,2025-09-17,1106,24,Female,Power Bank,Accessories,5,1800,0.12,7920.0,2025-09,2025Q3,18-25
261,2025-09-18,1164,42,Male,Keyboard,Accessories,1,1500,0.05,1425.0,2025-09,2025Q3,36-45
262,2025-09-19,1158,21,Male,Headphones,Accessories,1,2500,0.16,2100.0,2025-09,2025Q3,18-25
263,2025-09-20,1146,53,Female,Speaker,Electronics,3,3500,0.06,9870.0,2025-09,2025Q3,46-55
264,2025-09-21,1002,23,Male,Headphones,Accessories,4,2500,0.09,9100.0,2025-09,2025Q3,18-25
265,2025-09-22,1177,48,Male,Headphones,Accessories,2,2500,0.0,5000.0,2025-09,2025Q3,46-55
266,2025-09-23,1077,36,Male,Keyboard,Accessories,2,1500,0.01,2970.0,2025-09,2025Q3,36-45
267,2025-09-24,1132,56,Male,Tablet,Electronics,5,18000,0.08,82800.0,2025-09,2025Q3,56-65
268,2025-09-25,1090,44,Female,Keyboard,Accessories,5,1500,0.1,6750.0,2025-09,2025Q3,36-45
269,2025-09-26,1089,27,Male,Printer,Electronics,2,9000,0.12,15840.0,2025-09,2025Q3,26-35
270,2025-09-27,1094,43,Female,Laptop,Electronics,5,55000,0.06,258500.0,2025-09,2025Q3,36-45
271,2025-09-28,1007,36,Female,Smart Watch,Electronics,3,5000,0.14,12900.0,2025-09,2025Q3,36-45
272,2025-09-29,1095,56,Male,Tablet,Electronics,2,18000,0.17,29880.0,2025-09,2025Q3,56-65
273,2025-09-30,1108,20,Female,Mobile,Electronics,5,25000,0.16,105000.0,2025-09,2025Q3,18-25
274,2025-10-01,1074,30,Female,Smart Watch,Electronics,2,5000,0.01,9900.0,2025-10,2025Q4,26-35
275,2025-10-02,1039,45,Female,Laptop,Electronics,4,55000,0.1,198000.0,2025-10,2025Q4,36-45
276,2025-10-03,1141,37,Male,Power Bank,Accessories,1,1800,0.02,1764.0,2025-10,2025Q4,36-45
277,2025-10-04,1159,45,Female,Camera,Electronics,2,35000,0.05,66500.0,2025-10,2025Q4,36-45
278,2025-10-05,1071,25,Female,Printer,Electronics,1,9000,0.2,7200.0,2025-10,2025Q4,18-25
279,2025-10-06,1191,58,Female,Printer,Electronics,5,9000,0.03,43650.0,2025-10,2025Q4,56-65
280,2025-10-07,1056,56,Male,Mobile,Electronics,1,25000,0.1,22500.0,2025-10,2025Q4,56-65
281,2025-10-08,1170,18,Female,Tablet,Electronics,2,18000,0.12,31680.0,2025-10,2025Q4,18-25
282,2025-10-09,1189,20,Male,Speaker,Electronics,4,3500,0.14,12040.0,2025-10,2025Q4,18-25
283,2025-10-10,1042,30,Male,Headphones,Accessories,5,2500,0.11,11125.0,2025-10,2025Q4,26-35
284,2025-10-11,1184,45,Male,Tablet,Electronics,2,18000,0.0,36000.0,2025-10,2025Q4,36-45
285,2025-10-12,1036,42,Male,Camera,Electronics,5,35000,0.07,162750.0,2025-10,2025Q4,36-45
286,2025-10-13,1084,50,Male,Speaker,Electronics,3,3500,0.1,9450.0,2025-10,2025Q4,46-55
287,2025-10-14,1196,55,Male,Printer,Electronics,1,9000,0.02,8820.0,2025-10,2025Q4,46-55
288,2025-10-15,1118,23,Female,Keyboard,Accessories,3,1500,0.07,4185.0,2025-10,2025Q4,18-25
289,2025-10-16,1007,49,Male,Camera,Electronics,2,35000,0.01,69300.0,2025-10,2025Q4,46-55
290,2025-10-17,1054,38,Female,Laptop,Electronics,4,55000,0.02,215600.0,2025-10,2025Q4,36-45
291,2025-10-18,1129,33,Female,Mobile,Electronics,5,25000,0.08,115000.0,2025-10,2025Q4,26-35
292,2025-10-19,1172,38,Male,Laptop,Electronics,1,55000,0.03,53350.0,2025-10,2025Q4,36-45
293,2025-10-20,1120,28,Female,Camera,Electronics,5,35000,0.11,155750.0,2025-10,2025Q4,26-35
294,2025-10-21,1173,54,Female,Mouse,Accessories,2,800,0.14,1376.0,2025-10,2025Q4,46-55
295,2025-10-22,1106,53,Female,Mouse,Accessories,5,800,0.16,3360.0,2025-10,2025Q4,46-55
296,2025-10-23,1047,52,Female,Power Bank,Accessories,1,1800,0.04,1728.0,2025-10,2025Q4,46-55
297,2025-10-24,1123,36,Male,Tablet,Electronics,2,18000,0.03,34920.0,2025-10,2025Q4,36-45
298,2025-10-25,1141,37,Female,Printer,Electronics,5,9000,0.02,44100.0,2025-10,2025Q4,36-45
299,2025-10-26,1119,35,Male,Printer,Electronics,4,9000,0.13,31320.0,2025-10,2025Q4,26-35
300,2025-10-27,1150,58,Female,Headphones,Accessories,2,2500,0.14,4300.0,2025-10,2025Q4,56-65
301,2025-10-28,1118,31,Female,Headphones,Accessories,2,2500,0.01,4950.0,2025-10,2025Q4,26-35
302,2025-10-29,1021,32,Male,Headphones,Accessories,4,2500,0.19,8100.0,2025-10,2025Q4,26-35
303,2025-10-30,1137,48,Female,Keyboard,Accessories,3,1500,0.01,4455.0,2025-10,2025Q4,46-55
304,2025-10-31,1026,18,Female,Smart Watch,Electronics,1,5000,0.11,4450.0,2025-10,2025Q4,18-25
305,2025-11-01,1009,20,Female,Monitor,Electronics,3,12000,0.14,30960.0,2025-11,2025Q4,18-25
306,2025-11-02,1015,33,Male,Smart Watch,Electronics,5,5000,0.17,20750.0,2025-11,2025Q4,26-35
307,2025-11-03,1010,40,Female,Laptop,Electronics,4,55000,0.14,189200.0,2025-11,2025Q4,36-45
308,2025-11-04,1122,28,Male,Smart Watch,Electronics,3,5000,0.16,12600.0,2025-11,2025Q4,26-35
309,2025-11-05,1121,29,Female,Keyboard,Accessories,2,1500,0.07,2790.0,2025-11,2025Q4,26-35
310,2025-11-06,1125,27,Male,Power Bank,Accessories,5,1800,0.16,7560.0,2025-11,2025Q4,26-35
311,2025-11-07,1170,49,Male,Laptop,Electronics,5,55000,0.02,269500.0,2025-11,2025Q4,46-55
312,2025-11-08,1072,33,Female,Smart Watch,Electronics,3,5000,0.18,12300.0,2025-11,2025Q4,26-35
313,2025-11-09,1152,25,Female,Keyboard,Accessories,3,1500,0.11,4005.0,2025-11,2025Q4,18-25
314,2025-11-10,1049,55,Male,Monitor,Electronics,4,12000,0.16,40320.0,2025-11,2025Q4,46-55
315,2025-11-11,1154,29,Male,Smart Watch,Electronics,1,5000,0.09,4550.0,2025-11,2025Q4,26-35
316,2025-11-12,1091,41,Female,Keyboard,Accessories,3,1500,0.13,3915.0,2025-11,2025Q4,36-45
317,2025-11-13,1037,45,Male,Headphones,Accessories,3,2500,0.11,6675.0,2025-11,2025Q4,36-45
318,2025-11-14,1068,25,Female,Printer,Electronics,2,9000,0.15,15300.0,2025-11,2025Q4,18-25
319,2025-11-15,1050,45,Female,Headphones,Accessories,5,2500,0.02,12250.0,2025-11,2025Q4,36-45
320,2025-11-16,1152,53,Female,Printer,Electronics,1,9000,0.01,8910.0,2025-11,2025Q4,46-55
321,2025-11-17,1019,43,Female,Mobile,Electronics,2,25000,0.05,47500.0,2025-11,2025Q4,36-45
322,2025-11-18,1100,25,Male,Mobile,Electronics,4,25000,0.03,97000.0,2025-11,2025Q4,18-25
323,2025-11-19,1060,45,Female,Mobile,Electronics,4,25000,0.17,83000.0,2025-11,2025Q4,36-45
324,2025-11-20,1167,45,Male,Monitor,Electronics,3,12000,0.04,34560.0,2025-11,2025Q4,36-45
325,2025-11-21,1089,54,Female,Headphones,Accessories,3,2500,0.2,6000.0,2025-11,2025Q4,46-55
326,2025-11-22,1146,58,Male,Printer,Electronics,4,9000,0.07,33480.0,2025-11,2025Q4,56-65
327,2025-11-23,1147,53,Female,Keyboard,Accessories,3,1500,0.04,4320.0,2025-11,2025Q4,46-55
328,2025-11-24,1164,44,Male,Laptop,Electronics,1,55000,0.16,46200.0,2025-11,2025Q4,36-45
329,2025-11-25,1183,34,Male,Keyboard,Accessories,3,1500,0.13,3915.0,2025-11,2025Q4,26-35
330,2025-11-26,1069,26,Female,Laptop,Electronics,5,55000,0.1,247500.0,2025-11,2025Q4,26-35
331,2025-11-27,1175,50,Female,Mouse,Accessories,3,800,0.11,2136.0,2025-11,2025Q4,46-55
332,2025-11-28,1049,37,Female,Keyboard,Accessories,2,1500,0.14,2580.0,2025-11,2025Q4,36-45
333,2025-11-29,1108,30,Female,Smart Watch,Electronics,1,5000,0.05,4750.0,2025-11,2025Q4,26-35
334,2025-11-30,1161,45,Male,Smart Watch,Electronics,2,5000,0.2,8000.0,2025-11,2025Q4,36-45
335,2025-12-01,1119,46,Female,Tablet,Electronics,2,18000,0.19,29160.0,2025-12,2025Q4,46-55
336,2025-12-02,1149,30,Male,Headphones,Accessories,5,2500,0.13,10875.0,2025-12,2025Q4,26-35
337,2025-12-03,1150,52,Male,Laptop,Electronics,1,55000,0.04,52800.0,2025-12,2025Q4,46-55
338,2025-12-04,1176,23,Female,Laptop,Electronics,1,55000,0.14,47300.0,2025-12,2025Q4,18-25
339,2025-12-05,1037,35,Male,Camera,Electronics,1,35000,0.01,34650.0,2025-12,2025Q4,26-35
340,2025-12-06,1143,22,Male,Power Bank,Accessories,1,1800,0.01,1782.0,2025-12,2025Q4,18-25
341,2025-12-07,1163,42,Male,Headphones,Accessories,1,2500,0.05,2375.0,2025-12,2025Q4,36-45
342,2025-12-08,1199,19,Male,Monitor,Electronics,5,12000,0.09,54600.0,2025-12,2025Q4,18-25
343,2025-12-09,1160,27,Female,Tablet,Electronics,3,18000,0.17,44820.0,2025-12,2025Q4,26-35
344,2025-12-10,1011,47,Female,Monitor,Electronics,2,12000,0.15,20400.0,2025-12,2025Q4,46-55
345,2025-12-11,1138,22,Female,Monitor,Electronics,1,12000,0.15,10200.0,2025-12,2025Q4,18-25
346,2025-12-12,1078,50,Female,Monitor,Electronics,3,12000,0.09,32760.0,2025-12,2025Q4,46-55
347,2025-12-13,1077,18,Male,Headphones,Accessories,3,2500,0.07,6975.0,2025-12,2025Q4,18-25
348,2025-12-14,1185,35,Male,Monitor,Electronics,2,12000,0.07,22320.0,2025-12,2025Q4,26-35
349,2025-12-15,1153,49,Female,Smart Watch,Electronics,5,5000,0.2,20000.0,2025-12,2025Q4,46-55
350,2025-12-16,1002,28,Female,Power Bank,Accessories,4,1800,0.01,7128.0,2025-12,2025Q4,26-35
351,2025-12-17,1064,38,Female,Power Bank,Accessories,4,1800,0.17,5976.0,2025-12,2025Q4,36-45
352,2025-12-18,1035,43,Male,Mobile,Electronics,3,25000,0.12,66000.0,2025-12,2025Q4,36-45
353,2025-12-19,1007,42,Female,Mouse,Accessories,2,800,0.09,1456.0,2025-12,2025Q4,36-45
354,2025-12-20,1085,39,Female,Laptop,Electronics,4,55000,0.15,187000.0,2025-12,2025Q4,36-45
355,2025-12-21,1146,44,Female,Camera,Electronics,3,35000,0.1,94500.0,2025-12,2025Q4,36-45
356,2025-12-22,1067,30,Male,Laptop,Electronics,5,55000,0.17,228250.0,2025-12,2025Q4,26-35
357,2025-12-23,1042,50,Male,Mouse,Accessories,4,800,0.18,2624.0,2025-12,2025Q4,46-55
358,2025-12-24,1118,51,Male,Camera,Electronics,3,35000,0.08,96600.0,2025-12,2025Q4,46-55
359,2025-12-25,1125,58,Male,Headphones,Accessories,3,2500,0.06,7050.0,2025-12,2025Q4,56-65
360,2025-12-26,1167,52,Male,Keyboard,Accessories,1,1500,0.12,1320.0,2025-12,2025Q4,46-55
361,2025-12-27,1169,18,Male,Headphones,Accessories,5,2500,0.18,10250.0,2025-12,2025Q4,18-25
362,2025-12-28,1024,38,Male,Laptop,Electronics,1,55000,0.04,52800.0,2025-12,2025Q4,36-45
363,2025-12-29,1188,23,Male,Laptop,Electronics,2,55000,0.12,96800.0,2025-12,2025Q4,18-25
364,2025-12-30,1046,45,Female,Camera,Electronics,1,35000,0.13,30450.0,2025-12,2025Q4,36-45
365,2025-12-31,1019,34,Female,Camera,Electronics,1,35000,0.15,29750.0,2025-12,2025Q4,26-35
